Query,Join_size,True,Psql_est,Compass_estPlan
8_46_29,6,1372260.0,366792.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
8_46_3,2,10000.0,10000.0,-1,"['nation-n2', 'supplier-s']"
8_46_30,6,1372260.0,366792.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_46_31,6,274125.0,3335.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r']"
8_46_32,7,1372260.0,366792.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_46_33,7,274125.0,3335.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_46_34,7,274125.0,3335.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'region-r', 'supplier-s']"
8_46_35,8,274125.0,3335.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_46_4,2,457417.0,147897.0,-1,"['customer-c', 'orders-o']"
8_46_5,2,1372260.0,366792.0,-1,"['lineitem-l', 'orders-o']"
8_46_6,2,150000.0,62500.0,-1,"['customer-c', 'nation-n1']"
8_46_7,3,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p', 'supplier-s']"
8_46_8,3,457417.0,147897.0,-1,"['customer-c', 'nation-n1', 'orders-o']"
8_46_9,3,1372260.0,366792.0,-1,"['lineitem-l', 'orders-o', 'part-p']"
8_47_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p']"
8_47_1,2,5.0,1.0,-1,"['nation-n1', 'region-r']"
8_47_10,3,3338371.0,729773.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
8_47_11,3,30000.0,568.0,-1,"['customer-c', 'nation-n1', 'region-r']"
8_47_12,3,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'supplier-s']"
8_47_13,3,3338371.0,729773.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
8_47_14,4,3338371.0,729773.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_47_15,4,182603.0,2676.0,-1,"['customer-c', 'nation-n1', 'orders-o', 'region-r']"
8_47_16,4,3338371.0,729773.0,-1,"['lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_47_17,4,3338371.0,729773.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
8_47_18,4,3338371.0,729773.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p']"
8_47_19,4,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'part-p', 'supplier-s']"
8_47_2,2,6000000.0,1200025.0,-1,"['lineitem-l', 'supplier-s']"
8_47_20,4,3338371.0,729773.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o']"
8_47_21,5,3338371.0,729773.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_47_22,5,3338371.0,729773.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
8_47_23,5,3338371.0,729773.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p']"
8_47_24,5,847808.0,6636.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r']"
8_47_25,5,3338371.0,729773.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_47_26,5,3338371.0,729773.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_47_27,6,847808.0,6636.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r', 'supplier-s']"
8_47_28,6,3338371.0,729773.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'supplier-s']"
8_47_29,6,3338371.0,729773.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
8_47_3,2,10000.0,10000.0,-1,"['nation-n2', 'supplier-s']"
8_47_30,6,3338371.0,729773.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_47_31,6,847808.0,6636.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r']"
8_47_32,7,3338371.0,729773.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_47_33,7,847808.0,6636.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_47_34,7,847808.0,6636.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'region-r', 'supplier-s']"
8_47_35,8,847808.0,6636.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_47_4,2,912789.0,294257.0,-1,"['customer-c', 'orders-o']"
8_47_5,2,3338371.0,729773.0,-1,"['lineitem-l', 'orders-o']"
8_47_6,2,150000.0,62500.0,-1,"['customer-c', 'nation-n1']"
8_47_7,3,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p', 'supplier-s']"
8_47_8,3,912789.0,294257.0,-1,"['customer-c', 'nation-n1', 'orders-o']"
8_47_9,3,3338371.0,729773.0,-1,"['lineitem-l', 'orders-o', 'part-p']"
8_48_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p']"
8_48_1,2,5.0,1.0,-1,"['nation-n1', 'region-r']"
8_48_10,3,686404.0,181617.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
8_48_11,3,30000.0,568.0,-1,"['customer-c', 'nation-n1', 'region-r']"
8_48_12,3,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'supplier-s']"
8_48_13,3,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
8_48_14,4,686404.0,181617.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_48_15,4,45647.0,666.0,-1,"['customer-c', 'nation-n1', 'orders-o', 'region-r']"
8_48_16,4,686404.0,181617.0,-1,"['lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_48_17,4,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
8_48_18,4,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p']"
8_48_19,4,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'part-p', 'supplier-s']"
8_48_2,2,6000000.0,1200025.0,-1,"['lineitem-l', 'supplier-s']"
8_48_20,4,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o']"
8_48_21,5,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_48_22,5,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
8_48_23,5,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p']"
8_48_24,5,136942.0,1651.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r']"
8_48_25,5,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_48_26,5,686404.0,181617.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_48_27,6,136942.0,1651.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r', 'supplier-s']"
8_48_28,6,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'supplier-s']"
8_48_29,6,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
8_48_3,2,10000.0,10000.0,-1,"['nation-n2', 'supplier-s']"
8_48_30,6,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_48_31,6,136942.0,1651.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r']"
8_48_32,7,686404.0,181617.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_48_33,7,136942.0,1651.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_48_34,7,136942.0,1651.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'region-r', 'supplier-s']"
8_48_35,8,136942.0,1651.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_48_4,2,228800.0,73231.0,-1,"['customer-c', 'orders-o']"
8_48_5,2,686404.0,181617.0,-1,"['lineitem-l', 'orders-o']"
8_48_6,2,150000.0,62500.0,-1,"['customer-c', 'nation-n1']"
8_48_7,3,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p', 'supplier-s']"
8_48_8,3,228800.0,73231.0,-1,"['customer-c', 'nation-n1', 'orders-o']"
8_48_9,3,686404.0,181617.0,-1,"['lineitem-l', 'orders-o', 'part-p']"
8_49_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p']"
8_49_1,2,5.0,1.0,-1,"['nation-n1', 'region-r']"
8_49_10,3,2355579.0,549540.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
8_49_11,3,30000.0,568.0,-1,"['customer-c', 'nation-n1', 'region-r']"
8_49_12,3,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'supplier-s']"
8_49_13,3,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
8_49_14,4,2355579.0,549540.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_49_15,4,137131.0,2015.0,-1,"['customer-c', 'nation-n1', 'orders-o', 'region-r']"
8_49_16,4,2355579.0,549540.0,-1,"['lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_49_17,4,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
8_49_18,4,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p']"
8_49_19,4,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'part-p', 'supplier-s']"
8_49_2,2,6000000.0,1200025.0,-1,"['lineitem-l', 'supplier-s']"
8_49_20,4,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o']"
8_49_21,5,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_49_22,5,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
8_49_23,5,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p']"
8_49_24,5,411394.0,4997.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r']"
8_49_25,5,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_49_26,5,2355579.0,549540.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_49_27,6,411394.0,4997.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r', 'supplier-s']"
8_49_28,6,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'supplier-s']"
8_49_29,6,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
8_49_3,2,10000.0,10000.0,-1,"['nation-n2', 'supplier-s']"
8_49_30,6,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_49_31,6,411394.0,4997.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r']"
8_49_32,7,2355579.0,549540.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_49_33,7,411394.0,4997.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_49_34,7,411394.0,4997.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'region-r', 'supplier-s']"
8_49_35,8,411394.0,4997.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_49_4,2,685191.0,221584.0,-1,"['customer-c', 'orders-o']"
8_49_5,2,2355579.0,549540.0,-1,"['lineitem-l', 'orders-o']"
8_49_6,2,150000.0,62500.0,-1,"['customer-c', 'nation-n1']"
8_49_7,3,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p', 'supplier-s']"
8_49_8,3,685191.0,221584.0,-1,"['customer-c', 'nation-n1', 'orders-o']"
8_49_9,3,2355579.0,549540.0,-1,"['lineitem-l', 'orders-o', 'part-p']"
8_5_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p']"
8_5_1,2,5.0,1.0,-1,"['nation-n1', 'region-r']"
8_5_10,3,1669196.0,361850.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
8_5_11,3,30000.0,568.0,-1,"['customer-c', 'nation-n1', 'region-r']"
8_5_12,3,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'supplier-s']"
8_5_13,3,1669196.0,361850.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
8_5_14,4,1669196.0,361850.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_5_15,4,91063.0,1327.0,-1,"['customer-c', 'nation-n1', 'orders-o', 'region-r']"
8_5_16,4,1669196.0,361850.0,-1,"['lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_5_17,4,1669196.0,361850.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
8_5_18,4,1669196.0,361850.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p']"
8_5_19,4,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'part-p', 'supplier-s']"
8_5_2,2,6000000.0,1200025.0,-1,"['lineitem-l', 'supplier-s']"
8_5_20,4,1669196.0,361850.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o']"
8_5_21,5,1669196.0,361850.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_5_22,5,1669196.0,361850.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
8_5_23,5,1669196.0,361850.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p']"
8_5_24,5,273190.0,3290.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r']"
8_5_25,5,1669196.0,361850.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_5_26,5,1669196.0,361850.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_5_27,6,273190.0,3290.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r', 'supplier-s']"
8_5_28,6,1669196.0,361850.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'supplier-s']"
8_5_29,6,1669196.0,361850.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
8_5_3,2,10000.0,10000.0,-1,"['nation-n2', 'supplier-s']"
8_5_30,6,1669196.0,361850.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_5_31,6,273190.0,3290.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r']"
8_5_32,7,1669196.0,361850.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_5_33,7,273190.0,3290.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_5_34,7,273190.0,3290.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'region-r', 'supplier-s']"
8_5_35,8,273190.0,3290.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_5_4,2,456398.0,145904.0,-1,"['customer-c', 'orders-o']"
8_5_5,2,1669196.0,361850.0,-1,"['lineitem-l', 'orders-o']"
8_5_6,2,150000.0,62500.0,-1,"['customer-c', 'nation-n1']"
8_5_7,3,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p', 'supplier-s']"
8_5_8,3,456398.0,145904.0,-1,"['customer-c', 'nation-n1', 'orders-o']"
8_5_9,3,1669196.0,361850.0,-1,"['lineitem-l', 'orders-o', 'part-p']"
8_50_0,2,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p']"
8_50_1,2,5.0,1.0,-1,"['nation-n1', 'region-r']"
8_50_10,3,4318308.0,915136.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
8_50_11,3,30000.0,568.0,-1,"['customer-c', 'nation-n1', 'region-r']"
8_50_12,3,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'supplier-s']"
8_50_13,3,4318308.0,915136.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
8_50_14,4,4318308.0,915136.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_50_15,4,228167.0,3355.0,-1,"['customer-c', 'nation-n1', 'orders-o', 'region-r']"
8_50_16,4,4318308.0,915136.0,-1,"['lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_50_17,4,4318308.0,915136.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
8_50_18,4,4318308.0,915136.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p']"
8_50_19,4,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'part-p', 'supplier-s']"
8_50_2,2,6000000.0,1200025.0,-1,"['lineitem-l', 'supplier-s']"
8_50_20,4,4318308.0,915136.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o']"
8_50_21,5,4318308.0,915136.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_50_22,5,4318308.0,915136.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
8_50_23,5,4318308.0,915136.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p']"
8_50_24,5,984501.0,8322.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r']"
8_50_25,5,4318308.0,915136.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_50_26,5,4318308.0,915136.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_50_27,6,984501.0,8322.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r', 'supplier-s']"
8_50_28,6,4318308.0,915136.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'supplier-s']"
8_50_29,6,4318308.0,915136.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
8_50_3,2,10000.0,10000.0,-1,"['nation-n2', 'supplier-s']"
8_50_30,6,4318308.0,915136.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_50_31,6,984501.0,8322.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r']"
8_50_32,7,4318308.0,915136.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_50_33,7,984501.0,8322.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_50_34,7,984501.0,8322.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'region-r', 'supplier-s']"
8_50_35,8,984501.0,8322.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_50_4,2,1139435.0,368999.0,-1,"['customer-c', 'orders-o']"
8_50_5,2,4318308.0,915136.0,-1,"['lineitem-l', 'orders-o']"
8_50_6,2,150000.0,62500.0,-1,"['customer-c', 'nation-n1']"
8_50_7,3,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p', 'supplier-s']"
8_50_8,3,1139435.0,368999.0,-1,"['customer-c', 'nation-n1', 'orders-o']"
8_50_9,3,4318308.0,915136.0,-1,"['lineitem-l', 'orders-o', 'part-p']"
8_51_0,2,683044.0,220646.0,-1,"['customer-c', 'orders-o']"
8_51_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'supplier-s']"
8_51_10,3,2649133.0,547213.0,-1,"['lineitem-l', 'orders-o', 'part-p']"
8_51_11,3,2649133.0,547213.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
8_51_12,3,2649133.0,547213.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
8_51_13,3,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'supplier-s']"
8_51_14,4,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'part-p', 'supplier-s']"
8_51_15,4,2649133.0,547213.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o']"
8_51_16,4,2649133.0,547213.0,-1,"['lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_51_17,4,137220.0,2006.0,-1,"['customer-c', 'nation-n1', 'orders-o', 'region-r']"
8_51_18,4,2649133.0,547213.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_51_19,4,2649133.0,547213.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
8_51_2,2,5.0,1.0,-1,"['nation-n1', 'region-r']"
8_51_20,4,2649133.0,547213.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p']"
8_51_21,5,2649133.0,547213.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_51_22,5,2649133.0,547213.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p']"
8_51_23,5,2649133.0,547213.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_51_24,5,711659.0,4976.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r']"
8_51_25,5,2649133.0,547213.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
8_51_26,5,2649133.0,547213.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_51_27,6,711659.0,4976.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r', 'supplier-s']"
8_51_28,6,2649133.0,547213.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'supplier-s']"
8_51_29,6,2649133.0,547213.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_51_3,2,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p']"
8_51_30,6,2649133.0,547213.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'supplier-s']"
8_51_31,6,711659.0,4976.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r']"
8_51_32,7,711659.0,4976.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_51_33,7,2649133.0,547213.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_51_34,7,711659.0,4976.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'region-r', 'supplier-s']"
8_51_35,8,711659.0,4976.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'nation-n2', 'orders-o', 'part-p', 'region-r', 'supplier-s']"
8_51_4,2,10000.0,10000.0,-1,"['nation-n2', 'supplier-s']"
8_51_5,2,150000.0,62500.0,-1,"['customer-c', 'nation-n1']"
8_51_6,2,2649133.0,547213.0,-1,"['lineitem-l', 'orders-o']"
8_51_7,3,6000000.0,1200025.0,-1,"['lineitem-l', 'part-p', 'supplier-s']"
8_51_8,3,30000.0,568.0,-1,"['customer-c', 'nation-n1', 'region-r']"
8_51_9,3,683044.0,220646.0,-1,"['customer-c', 'nation-n1', 'orders-o']"
8_52_0,2,1366523.0,439884.0,-1,"['customer-c', 'orders-o']"
8_52_1,2,6000000.0,1200025.0,-1,"['lineitem-l', 'supplier-s']"
8_52_10,3,5299571.0,1090934.0,-1,"['lineitem-l', 'orders-o', 'part-p']"
8_52_11,3,5299571.0,1090934.0,-1,"['lineitem-l', 'orders-o', 'supplier-s']"
8_52_12,3,5299571.0,1090934.0,-1,"['customer-c', 'lineitem-l', 'orders-o']"
8_52_13,3,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'supplier-s']"
8_52_14,4,6000000.0,1200025.0,-1,"['lineitem-l', 'nation-n2', 'part-p', 'supplier-s']"
8_52_15,4,5299571.0,1090934.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o']"
8_52_16,4,5299571.0,1090934.0,-1,"['lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_52_17,4,273442.0,4000.0,-1,"['customer-c', 'nation-n1', 'orders-o', 'region-r']"
8_52_18,4,5299571.0,1090934.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_52_19,4,5299571.0,1090934.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'supplier-s']"
8_52_2,2,5.0,1.0,-1,"['nation-n1', 'region-r']"
8_52_20,4,5299571.0,1090934.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p']"
8_52_21,5,5299571.0,1090934.0,-1,"['customer-c', 'lineitem-l', 'orders-o', 'part-p', 'supplier-s']"
8_52_22,5,5299571.0,1090934.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'part-p']"
8_52_23,5,5299571.0,1090934.0,-1,"['customer-c', 'lineitem-l', 'nation-n2', 'orders-o', 'supplier-s']"
8_52_24,5,1120326.0,9920.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r']"
8_52_25,5,5299571.0,1090934.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'supplier-s']"
8_52_26,5,5299571.0,1090934.0,-1,"['lineitem-l', 'nation-n2', 'orders-o', 'part-p', 'supplier-s']"
8_52_27,6,1120326.0,9920.0,-1,"['customer-c', 'lineitem-l', 'nation-n1', 'orders-o', 'region-r', 'supplier-s']"
